x, y, magnet_x, magnet_y, magnet_z
69.9, 8.0, -26.3529517647, -10.5220000672, -27.8962186555
70.4, 8.0, -34.9595001678, -11.9619199329, -21.9759573826
70.9, 8.0, -31.4000347899, -10.6367424034, -23.4873112605
71.4, 8.0, -38.2118280201, -0.676932251678, -25.4802291946
71.9, 8.0, -38.9706340604, -1.68397398993, -29.0427149329
72.4, 8.0, -37.1444745394, 4.74854820771, -28.3983479062
72.9, 8.0, -32.9996298658, 7.78257115772, -29.6562489933
73.4, 8.0, -29.5854949664, 6.47998241611, -33.6960105705
73.9, 8.0, -28.9529931208, 7.51850191275, -40.0283137584
74.4, 8.0, -25.3208427852, -0.0474559205369, -48.321385906
74.9, 8.0, -20.6073486577, -1.64116732383, -52.5509097315
75.4, 8.0, -23.9537971429, -9.54798386555, -54.1773294118
75.9, 8.0, -23.6499016779, -14.3557152685, -55.7142738255
76.4, 8.0, -25.4808973154, -19.0254088926, -56.6660157718
76.9, 8.0, -27.167979698, -24.8625612416, -57.3406139262
77.4, 8.0, -30.1208327731, -28.811682521, -54.6428058824
77.9, 8.0, -35.3905439597, -31.1528298658, -52.0285780201
78.4, 8.0, -33.1591954774, -26.0471871022, -50.841161809
78.9, 8.0, -33.9208748744, -21.8591921273, -49.4114035176
79.4, 8.0, -30.9958758389, -20.7958531879, -44.3204872483
79.9, 8.0, -28.0932137584, -22.9713157718, -38.7835587248
80.4, 8.0, -28.6530191275, -29.1968015101, -29.782595302
80.9, 8.0, -26.4558159129, -33.4630567839, -22.727200335
40.9, 7.4, -2.82547390924, -4.07609013445, -68.9935178151
41.4, 7.4, -0.938320649564, -6.31725120805, -72.8917854027
41.9, 7.4, -4.87390586176, -7.47228216807, -76.2397196639
42.4, 7.4, -4.47158423529, -12.752747563, -59.9853763025
42.9, 7.4, -13.7509784746, -10.3092715932, -52.3151154237
43.4, 7.4, -21.5733310403, -7.6866538255, -48.6154803691
43.9, 7.4, -26.7804577889, -5.12100613065, -46.267158124
44.4, 7.4, -28.0315370184, -4.1079761139, -44.0235180905
44.9, 7.4, -26.1697491611, 0.943177615419, -43.0018258389
45.4, 7.4, -20.1723399329, 4.33506869128, -42.6130416107
45.9, 7.4, -13.294462709, 5.81620610368, -43.8427769231
46.4, 7.4, -8.54501652685, 5.46708805369, -45.7192739933
46.9, 7.4, -6.97162016779, 4.0825791443, -48.1504270134
47.4, 7.4, -7.46557501678, -0.101563288305, -49.6583100671
47.9, 7.4, -8.043682, -4.4595270084, -48.0791969748
48.4, 7.4, -8.16802370805, -7.31270010067, -42.6833444631
48.9, 7.4, -7.38101447987, -6.63716879195, -40.0076676174
49.4, 7.4, -6.72117166107, -6.98935241611, -37.7256431208
49.9, 7.4, -8.20870879195, -8.5797177349, -34.7655505034
50.4, 7.4, -13.8004558725, -7.49275194631, -31.3476580537
50.9, 7.4, -20.939490604, -2.67385920805, -30.1535543624
51.4, 7.4, -27.9544929412, 4.8791557479, -30.6689315966
51.9, 7.4, -33.2920525963, 5.85607480737, -30.6242519263
52.4, 7.4, -35.4162340604, 6.39989931208, -31.4508753356
52.9, 7.4, -35.4429478992, 5.03561833613, -33.6742744538
53.4, 7.4, -34.5777872269, 2.00381471277, -35.0575043697
53.9, 7.4, -35.5614172819, -3.75849620805, -34.7073003356
54.4, 7.4, -36.6293620168, -8.95615820168, -31.9201206723
54.9, 7.4, -36.7574824121, -10.6904870519, -28.7459738693
55.4, 7.4, -33.3864355705, -18.0265689597, -27.6797966443
55.9, 7.4, -30.8502364706, -20.5918932773, -28.5882240336
56.4, 7.4, -30.9812246644, -18.3729275168, -28.9682605705
56.9, 7.4, -26.9245770519, -20.3921872697, -30.3427433836
57.4, 7.4, -25.7472825503, -19.1949728188, -35.2620107383
57.9, 7.4, -22.9132461409, -15.8762142617, -39.8584271812
58.4, 7.4, -22.6340747029, -11.6887037861, -43.2382743633
58.9, 7.4, -24.9198107563, -4.64101416807, -46.4402315966
59.4, 7.4, -26.6944734899, -3.7595792953, -49.2544832215
59.9, 7.4, -29.3223685092, 0.134683689883, -52.3961984925
60.4, 7.4, -30.1587419192, -3.33228838384, -53.8738784512
60.9, 7.4, -30.1420402685, -5.94981127517, -54.4360634228
61.4, 7.4, -29.1718452101, -9.5942570084, -53.448777479
61.9, 7.4, -29.5936590604, -3.96742659396, -49.816488255
62.4, 7.4, -32.1294179832, 4.23693536134, -44.7623794958
62.9, 7.4, -37.45975, 12.6376223154, -41.9346548658
63.4, 7.4, -44.2017163025, 17.7251813445, -42.8091729412
63.9, 7.4, -50.5046395973, 5.49526057047, -42.9092558725
64.4, 7.4, -51.0415393277, 4.96537684034, -40.2492835294
64.9, 7.4, -47.698483557, -5.43363458054, -34.5790182886
65.4, 7.4, -43.5343654362, -10.2160587919, -30.8058052013
65.9, 7.4, -37.8415577181, -14.8001520134, -29.7278110738
66.4, 7.4, -31.8609315436, -13.6439582215, -29.8305894295
66.9, 7.4, -25.5711426891, -10.0728272605, -29.4564884034
67.4, 7.4, -23.0093365772, -8.6615127349, -29.4219456376
67.9, 7.4, -24.9042348993, -7.64464605705, -29.3566785235
68.4, 7.4, -28.2593377517, -6.11126231544, -28.4821840604
68.9, 7.4, -31.8616302013, -2.68170097315, -29.3998946309
69.4, 7.4, -34.8879687919, -2.59647465436, -31.6585218121
69.9, 7.4, -37.8978904202, -2.84120928739, -34.0133495798
70.4, 7.4, -40.3518879195, -1.40343240503, -36.0137721477
70.9, 7.4, -42.810394958, -4.68969105882, -37.4992677311
71.4, 7.4, -47.3117986555, 2.18032402353, -40.1675379832
71.9, 7.4, -48.1105053601, 4.24279517588, -42.0576956449
72.4, 7.4, -46.0787334454, 5.2144052605, -44.6102534454
72.9, 7.4, -41.441964094, 1.01206481555, -44.8303790268
73.4, 7.4, -37.172290084, 1.66246931126, -44.2518344538
73.9, 7.4, -30.325016443, -3.77946416107, -43.8245956376
74.4, 7.4, -19.5146191275, 2.19139219799, -41.6628355705
74.9, 7.4, -19.777314094, -8.19459751678, -45.2495697987
75.4, 7.4, -19.2459013423, -7.79523696309, -47.7368699664
75.9, 7.4, -20.9735384228, -9.52930268456, -50.6705924497
76.4, 7.4, -23.6721184564, -13.5539286913, -55.7545598993
76.9, 7.4, -25.5968855705, -19.271214094, -59.5586399329
77.4, 7.4, -27.5307166107, -25.0814364094, -61.5089463087
77.9, 7.4, -29.3898677852, -28.2284350671, -61.1017488255
78.4, 7.4, -32.1360362416, -26.2108422819, -60.0131087248
78.9, 7.4, -33.3716628571, -22.5477838655, -58.6568307563
79.4, 7.4, -32.9668475712, -20.5258969849, -55.4181971524
79.9, 7.4, -34.7382885906, -18.1555442953, -50.9541604027
80.4, 7.4, -36.8574301508, -19.1814532663, -44.8059763819
80.9, 7.4, -40.7574110553, -21.7142365159, -37.4418711893
21.3, 19.7, -41.7814939446, -45.821767301, -0.419487381436
21.3, 19.2, 7.40836721739, -23.8081408696, -3.95268422609
21.3, 18.7, -2.84902486678, -6.71936576125, 4.91752520761
21.3, 18.2, 18.1187189655, -63.3211991379, 9.2730072069
21.3, 17.7, 28.7180169091, 1.70610475782, -12.8113985455
21.3, 17.2, -22.5634871304, -2.31872278452, -12.6079521739
21.3, 16.7, -20.0269148352, -7.21461787546, -17.8471503663
21.3, 16.2, -26.3598982759, 18.5793846552, -21.3478360345
21.3, 15.7, -42.6212015437, -27.3166259005, -2.53608369297
21.3, 15.2, -3.34394969543, -37.4914335025, 4.83606817259
21.3, 14.7, -23.8717726804, -13.1121197595, -0.468612605842
21.3, 14.2, -29.9358126736, -24.423953125, -24.3451815972
21.3, 13.7, -33.6948082631, -37.7729703204, -28.1509768971
21.3, 13.2, -22.7907898132, -45.4915217317, -27.0612736842
21.3, 12.7, -14.5057970588, -24.1154775087, -34.3327423875
21.3, 12.2, -53.0594114035, -21.5940770175, -23.5949449123
21.3, 11.7, -13.8328921368, -11.3896673675, -32.111774188
21.3, 11.2, -28.4095022298, -1.18738231424, -40.4007024014
21.3, 10.7, -32.5667073379, 1.48970845119, -37.3833904437
21.3, 10.2, -31.6888955932, -4.79993430508, -34.4550049153
21.3, 9.7, -29.7421207192, -11.7031597432, -31.1319962329
21.3, 9.2, -15.4047407801, -25.5427328014, -39.3192065603
22.0, 19.7, -24.2402054054, -8.69541711149, -1.63151779932
22.0, 19.2, -10.9309877311, -4.23392702521, -0.786045546622
22.0, 18.7, -0.453593697504, -1.01649566098, -5.77684880492
22.0, 18.2, 8.10756621806, 1.94865636083, -11.7909960988
22.0, 17.7, 7.77913559284, 3.96035919463, -18.4798729306
22.0, 17.2, -2.16456776395, -0.718266134507, -24.4382869048
22.0, 16.7, -10.4109922437, -8.2600283559, -26.608129207
22.0, 16.2, -14.7108083333, -13.3422722789, -26.9735772109
22.0, 15.7, -12.3334914, -24.0301666, -27.866712
22.0, 15.2, -12.2574347921, -25.9069748359, -31.5695525164
22.0, 14.7, -11.7667256569, -27.3481386861, -36.5915479927
22.0, 14.2, -17.6080972119, -27.4418310409, -44.4615447955
22.0, 13.7, -23.3780745794, -27.0228143925, -45.5420424299
22.0, 13.2, -26.3247987109, -22.8679793738, -43.6749300184
22.0, 12.7, -27.3193054945, -16.7709703297, -40.4798430769
22.0, 12.2, -26.9838053913, -8.04203450435, -37.936709913
22.0, 11.7, -25.3240119835, -3.45007533678, -37.7887568182
22.0, 11.2, -26.5649169604, 2.32939876652, -37.557423348
22.0, 10.7, -25.1580054577, 3.34008996479, -37.7236017606
22.0, 10.2, -21.5546988075, 3.69214618399, -41.909739523
22.0, 9.7, -15.0320181818, 4.11529545455, -51.3365352273
22.0, 9.2, -5.62824088737, 3.98946556314, -60.904733959
22.7, 19.7, -38.2810272269, -12.633048, 11.5111470252
22.7, 19.2, -34.1928035294, 15.4937373109, 17.0167052101
22.7, 18.7, -8.00397206376, 12.969602349, -1.98775408725
22.7, 18.2, 9.01258447987, 5.09614318792, 1.15416142091
22.7, 17.7, 24.7447706376, -20.5957281879, -4.68107922819
22.7, 17.2, -6.69858013423, -25.2848901007, -18.289234396
22.7, 16.7, -8.63323942953, -3.7155348557, -27.9774827181
22.7, 16.2, -5.77677507563, -12.4308691261, -37.6997537815
22.7, 15.7, -9.57269243289, -16.0143171141, -45.8476889262
22.7, 15.2, -15.6984738255, -18.3630491611, -53.4854709732
22.7, 14.7, -23.204238255, -16.4460278523, -57.7137996644
22.7, 14.2, -32.1900552013, -11.5765969295, -57.3728129195
22.7, 13.7, -40.3784316583, -4.69531636516, -51.4243144054
22.7, 13.2, -42.9173568067, 1.18246615731, -40.313069916
22.7, 12.7, -43.5349838655, 1.56673344118, -29.7953830252
22.7, 12.2, -39.8189313758, -1.93937470302, -23.8583733221
22.7, 11.7, -42.0170353434, -2.54116605025, -17.721401675
22.7, 11.2, -33.6763313758, 1.57705171544, -13.7332015101
22.7, 10.7, -25.4467327181, -2.0319408943, -26.1736307047
22.7, 10.2, -36.4195788945, -3.26561785595, -49.6071038526
22.7, 9.7, -53.487390604, 32.9779590604, -71.6570969799
22.7, 9.2, 0.540120144295, 69.9508580537, -102.486715772
37.8, 19.7, -25.6859735242, -18.136936136, -38.5093751342
37.8, 19.2, -26.5330815567, -16.179099154, -40.71331489
37.8, 18.7, -26.033564966, -17.1924979592, -38.5799656463
37.8, 18.2, -24.0923452504, -15.956901209, -35.3023544041
37.8, 17.7, -21.0688544688, -14.4990451939, -31.7222952782
37.8, 17.2, -18.26995, -13.138284471, -29.4544300341
37.8, 16.7, -15.2665407155, -13.3778235094, -28.5177855196
37.8, 16.2, -14.4514404762, -10.5926825, -27.4628787415
37.8, 15.7, -12.4968281034, -7.30985205172, -26.6552598276
37.8, 15.2, -8.40663088339, -1.68023004611, -27.5917367491
37.8, 14.7, -3.45851542517, 2.52652544558, -31.7771030612
37.8, 14.2, -16.0662656897, 3.72762706897, -36.9463613793
37.8, 13.7, -14.5153527145, -3.68749879159, -36.6879704028
37.8, 13.2, -13.2188316583, -11.9671726968, -37.4096264657
37.8, 12.7, -8.70481111314, -23.0691343066, -40.5784198905
37.8, 12.2, -17.7082023569, -17.6703402357, -35.8948181818
37.8, 11.7, -19.177613197, -17.8401013011, -34.310210223
37.8, 11.2, -20.4328277586, -14.5490315517, -35.0703853448
37.8, 10.7, -20.757881113, -12.0426563238, -36.1181602024
37.8, 10.2, -20.9654090592, -13.151645993, -39.280628223
37.8, 9.7, -22.4042506969, -14.2517681185, -43.8484247387
37.8, 9.2, -28.4523461938, -13.0922015571, -48.4534252595
38.6, 19.7, -10.9522759396, -2.56610816946, -29.3124043624
38.6, 19.2, -14.3136344828, -16.989822686, -38.7114785844
38.6, 18.7, -25.1743236893, -23.166467767, -36.7126953398
38.6, 18.2, -27.3718019608, -4.52257945098, -38.8211262745
38.6, 17.7, -15.6676883764, -6.20834256458, -42.0696143911
38.6, 17.2, -15.5785523891, -2.53037297099, -46.26743157
38.6, 16.7, -6.17983845857, -4.67325258189, -47.7095429672
38.6, 16.2, -23.0292808149, -12.7321821732, -45.8439302207
38.6, 15.7, -24.7572685981, 6.7996531028, -34.8677026168
38.6, 15.2, -16.0685824027, 3.3540571912, -19.4976228426
38.6, 14.7, -14.2669650763, 7.48798269084, -11.8987434351
38.6, 14.2, -6.96154210884, 12.8325221088, -15.7623207483
38.6, 13.7, 8.06691456446, 17.72138223, -22.6874670732
38.6, 13.2, 17.7249326642, 8.94748337591, -30.8675708029
38.6, 12.7, 5.82644386404, -6.70895679785, -46.6973516995
38.6, 12.2, -9.95034150259, -10.9962076684, -53.4783552677
38.6, 11.7, -28.0272276008, -5.02368239915, -52.7908857749
38.6, 11.2, -30.7702333333, -1.28452619568, -45.3275411523
38.6, 10.7, -30.1885205589, 9.11656147705, -32.6126483034
38.6, 10.2, -22.2189519366, 17.2800385563, -30.2100105634
38.6, 9.7, -14.3261003839, 20.424659309, -39.323359501
38.6, 9.2, -24.8209898305, 18.313700565, -46.5714902072
52.4, 19.7, -23.1610284168, 7.58565629229, -59.4709066306
52.4, 19.2, -28.1195945946, 2.69540540541, -62.2674324324
52.4, 18.7, -22.7455629139, 2.74701986755, -53.4095364238
52.4, 18.2, -19.1258343634, 5.17799752781, -46.895302843
52.4, 17.7, -13.2185663925, 8.11621621622, -40.7938895417
52.4, 17.2, -15.0449564134, 15.2437110834, -39.5915317559
52.4, 16.7, -31.2995901639, 22.4228142077, -38.4554644809
52.4, 16.2, -45.2132841328, 8.25744157442, -40.0519065191
52.4, 15.7, -34.8886145405, 2.95144032922, -37.5796982167
52.4, 15.2, -36.3535340314, 9.91897905759, -27.8090314136
52.4, 14.7, -31.3447443182, -5.68394886364, -19.1288352273
52.4, 14.2, -15.2741421569, -3.86115196078, -20.2406862745
52.4, 13.7, -4.82313937754, -4.26359945873, -26.3611637348
52.4, 13.2, 1.68843626807, 4.23127463863, -28.7808147175
52.4, 12.7, -15.9967479675, 13.4074525745, -29.9390243902
52.4, 12.2, -12.2562130178, 2.99704142012, -35.9279585799
52.4, 11.7, -17.0419483101, 3.81292246521, -36.5349900596
52.4, 11.2, -19.4033898305, 0.76004842615, -29.9322033898
52.4, 10.7, -18.2343406593, -3.35453296703, -23.1512362637
52.4, 10.2, -9.4674091442, -10.6923798359, -21.7327080891
52.4, 9.7, -10.1388816645, -12.0200260078, -30.8009102731
52.4, 9.2, -21.6384615385, -12.2430247718, -38.2745762712
54.1, 19.7, -23.4085714286, 5.35650793651, -47.9325396825
54.1, 19.2, -27.4516129032, 3.89790322581, -47.8130645161
54.1, 18.7, -27.0200642055, 6.53836276083, -43.7296950241
54.1, 18.2, -25.6201481481, 8.54948148148, -38.5438518519
54.1, 17.7, -22.7445927904, 9.87837116155, -35.2275033378
54.1, 17.2, -23.1502164502, 10.0711399711, -37.1608946609
54.1, 16.7, -28.8411140584, 7.82148541114, -39.5441644562
54.1, 16.2, -35.2429811867, 6.16454413893, -38.1492040521
54.1, 15.7, -38.15173454, 1.20965309201, -32.4800904977
54.1, 15.2, -35.3690671031, -2.19885433715, -25.5582651391
54.1, 14.7, -29.1898591549, -1.58338028169, -22.1715492958
54.1, 14.2, -21.5250803859, -1.45900321543, -21.554340836
54.1, 13.7, -15.3637640449, -0.643117977528, -22.0387640449
54.1, 13.2, -13.7043674699, 1.87951807229, -25.0539156627
54.1, 12.7, -15.102173913, 3.95115942029, -26.761884058
54.1, 12.2, -15.9474043716, 2.26161202186, -24.8349726776
54.1, 11.7, -15.1150470219, 1.51175548589, -22.6051724138
54.1, 11.2, -13.7169954476, -1.30864946889, -20.115629742
54.1, 10.7, -12.4943055556, -4.05861111111, -20.1663888889
54.1, 10.2, -10.493830703, -5.41994261119, -22.3893830703
54.1, 9.7, -13.9485362096, -3.44329738059, -28.1298921418
54.1, 9.2, -24.8270801815, -2.44281391831, -34.3337367625
54.9, 19.7, -20.4484084881, 9.94045092838, -33.9547745358
54.9, 19.2, -21.9007633588, 1.64923664122, -32.1095419847
54.9, 18.7, -23.8751743375, 5.02175732218, -27.7693165969
54.9, 18.2, -22.0961693548, 7.52943548387, -24.4997983871
54.9, 17.7, -17.0577812018, 6.51895223421, -21.099229584
54.9, 17.2, -17.1842465753, 4.26198630137, -24.0327054795
54.9, 16.7, -21.2290662651, 5.6125, -25.9019578313
54.9, 16.2, -24.8730245232, 6.73596730245, -25.0182561308
54.9, 15.7, -27.1328929987, 8.70739762219, -20.8145310436
54.9, 15.2, -25.1664156627, 7.62891566265, -12.4325301205
54.9, 14.7, -22.7489711934, 4.2591563786, -10.1209876543
54.9, 14.2, -18.6810320781, 7.17057182706, -12.7528591353
54.9, 13.7, -13.2266055046, 11.8109072375, -14.5644240571
54.9, 13.2, -8.18051020408, 9.90734693878, -23.7910204082
54.9, 12.7, -7.50853018373, 8.53595800525, -27.5448818898
54.9, 12.2, -6.66424010217, 6.47496807152, -23.6719029374
54.9, 11.7, -5.93145896657, 7.5188449848, -24.2240121581
54.9, 11.2, -6.71350649351, 5.33272727273, -18.775974026
54.9, 10.7, -7.71402831403, 6.52213642214, -20.3366795367
54.9, 10.2, -9.08263795424, 10.3857335128, -22.3068640646
54.9, 9.7, -18.1480225989, 18.1487288136, -27.0241525424
54.9, 9.2, -18.2082742317, 22.4057919622, -32.711820331
70.1, 19.7, -53.9065717415, -38.7864184009, -63.4267250821
70.1, 19.2, 7.4933908046, -53.124137931, -89.5369252874
70.1, 18.7, -0.0929521276596, -24.0767287234, -70.1928191489
70.1, 18.2, -1.14449213162, -13.3686695279, -52.5095851216
70.1, 17.7, -0.929644268775, -9.734914361, -49.05256917
70.1, 17.2, -4.33914209115, -10.5777479893, -47.7032171582
70.1, 16.7, -10.2734087694, -12.3261669024, -44.8207920792
70.1, 16.2, -15.6565644172, -12.3003680982, -39.5332515337
70.1, 15.7, -15.9157652474, -10.2958573072, -35.4001150748
70.1, 15.2, -13.4943452381, -9.51974206349, -36.451984127
70.1, 14.7, -11.7861437908, -7.49882352941, -41.2090196078
70.1, 14.2, -12.6205539359, -8.14577259475, -46.8155976676
70.1, 13.7, -15.6004398827, -8.68563049853, -51.9026392962
70.1, 13.2, -18.4990825688, -8.97785058978, -57.8685452163
70.1, 12.7, -24.535734072, -6.17825484765, -64.5591412742
70.1, 12.2, -32.668579235, -3.03510928962, -66.2734972678
70.1, 11.7, -40.3516460905, 0.0728395061728, -66.5548353909
70.1, 11.2, -44.1128712871, 3.05767326733, -61.047029703
70.1, 10.7, -41.0795783926, -0.0607378129117, -54.8661396574
70.1, 10.2, -26.2304644809, 0.736338797814, -54.3718579235
70.1, 9.7, 48.7522875817, 29.048627451, -63.0853594771
70.1, 9.2, -66.7654639175, 84.8743556701, -81.5264175258
70.8, 19.7, -28.9175412294, -26.4917541229, -49.6167916042
70.8, 19.2, -16.574015748, -29.0955905512, -51.2503937008
70.8, 18.7, -13.6946188341, -21.2662182362, -45.5470852018
70.8, 18.2, -9.21666666667, -15.307165109, -36.5320872274
70.8, 17.7, -4.41210191083, -12.2449044586, -34.725955414
70.8, 17.2, -4.46680384088, -9.9304526749, -38.8990397805
70.8, 16.7, -9.56805970149, -10.2482089552, -42.4749253731
70.8, 16.2, -15.857827476, -12.4712460064, -40.0036741214
70.8, 15.7, -19.6215210356, -12.7186084142, -34.9839805825
70.8, 15.2, -17.0830122592, -12.6600700525, -32.7007005254
70.8, 14.7, -12.8397222222, -12.7934722222, -35.3491666667
70.8, 14.2, -11.8044776119, -13.6167164179, -41.5735820896
70.8, 13.7, -15.53015625, -15.5425, -47.69390625
70.8, 13.2, -22.3696343402, -12.853418124, -52.1810810811
70.8, 12.7, -30.3916398714, -8.30675241158, -55.6758842444
70.8, 12.2, -38.3105008078, -2.40323101777, -56.5584814216
70.8, 11.7, -44.1196594427, -0.700773993808, -54.973993808
70.8, 11.2, -47.150867052, -2.35216763006, -49.8145953757
70.8, 10.7, -43.9679748823, -4.63814756672, -44.2580847724
70.8, 10.2, -36.9688500728, 0.157205240175, -43.6139737991
70.8, 9.7, -35.9843014129, 9.88712715856, -46.6739403454
70.8, 9.2, -47.9332831325, 15.7361445783, -47.9501506024
71.5, 19.7, -11.4226917058, -16.9039123631, -33.0902973396
71.5, 19.2, -7.39602076125, -32.3570934256, -31.8022491349
71.5, 18.7, -9.4605077574, -40.7684062059, -21.7468265162
71.5, 18.2, -3.76212121212, -44.3249311295, -18.4015151515
71.5, 17.7, -7.88843373494, -40.6965060241, -16.6346987952
71.5, 17.2, -17.8118367347, -18.1455782313, -16.9608163265
71.5, 16.7, -6.61182065217, -4.36535326087, -22.336548913
71.5, 16.2, -6.92298850575, -10.3458128079, -25.5318555008
71.5, 15.7, -15.0705567452, -10.2056745182, -27.455888651
71.5, 15.2, -15.9150644202, -5.70763131814, -30.7277502478
71.5, 14.7, -7.63230769231, 0.198041958042, -36.0048951049
71.5, 14.2, -3.40567226891, -5.91071428571, -45.4155462185
71.5, 13.7, -9.61615720524, -7.7422125182, -51.9241630277
71.5, 13.2, -21.4713846154, -19.4401538462, -49.7784615385
71.5, 12.7, -37.6180576631, -9.25386949924, -45.2474962064
71.5, 12.2, -41.108424337, 1.7976599064, -42.6166926677
71.5, 11.7, -36.138694075, 7.49068923821, -42.6330108827
71.5, 11.2, -35.6191891892, 0.522027027027, -48.9477027027
71.5, 10.7, -37.4721448468, -1.4786908078, -45.3754874652
71.5, 10.2, -36.5222052067, -1.39203675345, -41.3082695253
71.5, 9.7, -36.3200650759, -1.21843817787, -33.99164859
71.5, 9.2, -39.5921348315, -3.93328651685, -26.8925561798
